item_id,source_path,destination_path,action,reason,checksum_sha256,collision,content_edit_needed,approval_required
ITM-030,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/12_PRICING_STRATEGY.md","06_CUSTOMER_AND_SALES/PRICING/ (candidate)",HOLD,"Cross-cutting sales content; per-file placement not yet approved",1f025ab59cd22342944566022172dce3b5ca80a3a260627d09f5822afc70f736,No,Unknown,Yes
ITM-031,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/13_SERVICE_WORKFLOW.md","04_SERVICE_KNOWLEDGE/SERVICE_WORKFLOW.md (candidate)",HOLD,"Name matches target filename but content is a draft, not approved catalog content",8e4616737d56f2b470352f9862d02dce6d975271c7bf09ca80f128f39b35e7c0,No,Unknown,Yes
ITM-032,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/14_SERVICE_STANDARDS.md","99_STANDARDS/ or 05_OPERATIONS/QUALITY/ (candidate)",HOLD,"Placement ambiguous; not yet approved",b6f2d619e1d496033ccf79564b17394a8758849d157bd3f01b108a4a3da1695c,No,Unknown,Yes
ITM-033,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/15_QUALITY_ASSURANCE.md","05_OPERATIONS/QUALITY/ (candidate)",HOLD,"Placement ambiguous; not yet approved",9453e72782aeff3aca5e78092ed8b2e5b37afe489e3c0efc85394ba138b0e20a,No,Unknown,Yes
ITM-034,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/16_CUSTOMER_SUPPORT.md","06_CUSTOMER_AND_SALES/CUSTOMER_SUPPORT/ (candidate)",HOLD,"Placement ambiguous; not yet approved",42aa90dde8a11f400f5cd1a5311f05b612efe98ea82cbbc63d5597b331c2b89f,No,Unknown,Yes
ITM-035,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/17_BOOKING_PROCESS.md","06_CUSTOMER_AND_SALES/BOOKING/ (candidate)",HOLD,"Placement ambiguous; not yet approved",bf6c239c693e3d15fe998c594daea6e7a4abee1212f5802100fef855832342b6,No,Unknown,Yes
ITM-036,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/18_SERVICE_LOCATIONS.md","03_MARKET/SERVICE_AREAS.md (candidate)",HOLD,"Deferred to manual reconciliation per decision 4 (CNF-04)",c87f60fb3fad0dd4364356e0df1ed9f73860f61ed5f458f13c3d66d16cb1d510,Yes,No,Yes
ITM-037,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/19_SERVICE_AREAS_BY_EMIRATE.md","03_MARKET/SERVICE_AREAS.md (candidate)",HOLD,"Deferred to manual reconciliation per decision 4 (CNF-04)",88ac0c0e975fcdd725641fe8ffe64e6d7e6b4adeb3b3155de73732191553d9bd,Yes,No,Yes
ITM-038,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/20_SERVICE_FAQ.md","General FAQ location (candidate)",HOLD,"Scope resolved per decision 7 (general vs per-service); exact target path not yet approved",7f80e34d5091b83f091f7dbe561501afbb6f9207e158ff75a3dca59a00ed5eec,No,Unknown,Yes
ITM-039,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/21_SERVICE_POLICIES.md","06_CUSTOMER_AND_SALES/POLICIES/ (candidate)",HOLD,"Placement ambiguous; not yet approved",9b3f3dc1cde65f66bac7c9fc8eb305117d4974dc84f03ed56eabbc31d62cb0d0,No,Unknown,Yes
ITM-040,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/22_WARRANTY_POLICY.md","06_CUSTOMER_AND_SALES/WARRANTY/ (candidate)",HOLD,"Placement ambiguous; not yet approved",f31a201944e8625c5dbe72e2028879c5467aa9ae83cb74f7dfe2810bfa4c7557,No,Unknown,Yes
ITM-041,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/04_SERVICES/23_AFTER_SERVICE_PROCESS.md","05_OPERATIONS/SOP/ or 04_SERVICE_KNOWLEDGE/ (candidate)",HOLD,"Placement ambiguous; not yet approved",6ce056a8c4ac6dff39a6a3ee0217620cae0c7cde9c5e47f92c963d591fe25121,No,Unknown,Yes
ITM-042,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_MARKET_RISKS.md","03_MARKET/MARKET_RISKS.md",MOVE,"Direct mapping",4a3fb1fe8c943aaa409d1e5396dfac3646421b987488ba88c0c906405aee2bdb,No,No,Yes
ITM-043,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/00_WORDPRESS_ARCHITECTURE.md","07_WEBSITE/WORDPRESS/WORDPRESS_ARCHITECTURE.md",MOVE,"Direct mapping per architecture Sec.11",08b6191521657eb98e9953e6c32207e258265cd59bc42aac947b8bb57d578c3f,No,No,Yes
ITM-044,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/01_LIVE_MAPS_ARCHITECTURE.md","07_WEBSITE/WORDPRESS/LIVE_MAPS_ARCHITECTURE.md",MOVE,"Direct mapping",43ac1ee428d03324e4bbcbc6ee198988ebb85eccda6138b36991bb935abe46f5,No,No,Yes
ITM-045,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/02_CUSTOM_POST_TYPES.md","07_WEBSITE/WORDPRESS/CUSTOM_POST_TYPES.md",MOVE,"Direct mapping",a2e6ef529c8ffdb2ba61d5fb1edf52c9d61be0839e44c77a57faefa4048049ea,No,No,Yes
ITM-046,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/03_CUSTOM_TAXONOMIES.md","07_WEBSITE/WORDPRESS/CUSTOM_TAXONOMIES.md",MOVE,"Direct mapping",1eb6454bee33393160cb7b16833dba843a6632b8770290005d5fcf03fd62654c,No,No,Yes
ITM-047,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/04_GLOBAL_SETTINGS_ENGINE.md","07_WEBSITE/WORDPRESS/GLOBAL_SETTINGS_ENGINE.md",MOVE,"Direct mapping",3ca01f5c6cbde67537adec1bba8e623b514ee34e36c941993f664c2d862c4b2b,No,No,Yes
ITM-048,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/05_DATABASE_ARCHITECTURE.md","08_DIGITAL_SYSTEMS/DATABASE/WORDPRESS_DATABASE_ARCHITECTURE.md",MOVE,"Resolved by user decision 2026-07-23: document defines a hybrid WordPress and operational database architecture, so it belongs to the Digital Systems database domain, not WordPress implementation",1711795038c605e2eebc76dafb234a9f8394e33c1c930389a3cca283810a0161,No,No,Yes
ITM-049,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/06_MODULE_ARCHITECTURE.md","07_WEBSITE/WORDPRESS/MODULE_ARCHITECTURE.md",MOVE,"Direct mapping",03cef200090312d9e8db9409da6452c76b6d627cb63c2c4494a995d1831167c4,No,No,Yes
ITM-050,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/07_SYSTEM_ENGINES.md","07_WEBSITE/WORDPRESS/SYSTEM_ENGINES.md",MOVE,"Direct mapping",da4609a49c2f7679c1329a39bc3ea50e18ea4898c2f9667b4c7fd2653ba554ce,No,No,Yes
ITM-051,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/05_WORDPRESS/08_PROJECT_CONSTITUTION.md","07_WEBSITE/WORDPRESS/PROJECT_CONSTITUTION.md",MOVE,"Resolved per decision 9 (CNF-09)",61cd7d38bc5109ff1b6e4ba2c6f3d71e863b1dae72b4663496d3002e673189e3,No,No,Yes
ITM-052,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/06_MARKET_STRATEGY.md","03_MARKET/MARKET_STRATEGY.md",MOVE,"Direct mapping",8d9e1afc0c88bae676e447fa211912b5aebc785958af4d4aef703cac87d60739,No,No,Yes
ITM-053,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/24_UPSELL_CROSSSELL.md","06_CUSTOMER_AND_SALES/SALES/ (candidate)",HOLD,"Placement ambiguous; not yet approved",407c28859b4e3801f7eac141ad5b212b9b392f0dd6060eaeb3bad449d8b4ba87,No,Unknown,Yes
ITM-054,"00_START/01_BUSINESS/02_BRAND/03_MARKET_RESEARCH/25_SERVICE_CHECKLIST.md","05_OPERATIONS/CHECKLISTS/ (candidate)",HOLD,"Placement ambiguous; not yet approved",5c9186c8f11c42da72606942b0201400fbc1114398cb9760791252df0db5c95c,No,Unknown,Yes
ITM-055,"00_START/01_BUSINESS/02_BRAND/04_BRAND_VOICE.md","02_BRAND/BRAND_VOICE.md",MOVE,"Direct mapping",f07fdd59f3ed575ffc167354953a9a8da011536f3439756fa0842843b2e7278d,No,No,Yes
ITM-056,"00_START/01_BUSINESS/02_BRAND/05_ICONOGRAPHY.md","02_BRAND/ICONOGRAPHY.md",MOVE,"Direct mapping",3701b27fc679938af7ed7aaa8e4aa0c61eda7692602396296efe0cc5627e9b68,No,No,Yes
ITM-057,"00_START/01_BUSINESS/02_BRAND/06_BRAND_IMAGES.md","02_BRAND/BRAND_IMAGES.md",MOVE,"Direct mapping",17a443ab93a22283c9bd9cba12ba8845d0b17503988c4e04b9288f2df3380021,No,No,Yes
ITM-058,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/.DS_Store","(unchanged, git-ignored)",KEEP,"OS artifact",f937944859aef3e1896e5163abae98c0af70f3bf1e8349985047c8fbe15e5d1c,No,No,No
ITM-059,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/00_DESIGN_SYSTEM.md","12_DESIGN_SYSTEM/README.md",MOVE,"Target tree names design-system index README.md",319f0fcb4824768d270ba92571e9e9d71c9b26e5be14e6eb8e83a53fe6b0e3bf,No,No,Yes
ITM-060,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/01_COLORS.md","12_DESIGN_SYSTEM/COLORS.md",MOVE,"Direct mapping",cbf387d08a427a8c74d62ec56cf2493a06e387cdf2dfae639203e2564ffcd093,No,No,Yes
ITM-061,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/02_TYPOGRAPHY.md","12_DESIGN_SYSTEM/TYPOGRAPHY.md",MOVE,"Direct mapping; distinct from 02_BRAND TYPOGRAPHY.md",6b062970007d5fef0bff4e03377c00fc9a9e1f6992b34cff000f48ecbcd74d0b,No,No,Yes
ITM-062,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/03_SPACING.md","12_DESIGN_SYSTEM/SPACING.md",MOVE,"Direct mapping",b023f6f6a84468a7a96eaad01c3e2d980555685c92c6e546afb757fe48629199,No,No,Yes
ITM-063,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/04_GRID.md","12_DESIGN_SYSTEM/GRID.md",MOVE,"Direct mapping",2d97739668df9ff1d7e284f29cb2ddceb37a646f29c047596fda4fa99ea36f77,No,No,Yes
ITM-064,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/05_BUTTONS.md","12_DESIGN_SYSTEM/BUTTONS.md",MOVE,"Direct mapping",436e54ba0e5569c55b2991832f56e76a9836b582cd61853118703a17c77ab7ca,No,No,Yes
ITM-065,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/06_FORMS.md","12_DESIGN_SYSTEM/FORMS.md",MOVE,"Direct mapping",4ea63645c173e451c8336381c8c10609fa0edb5a944e658320fea3ad2ccafc23,No,No,Yes
ITM-066,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/07_CARDS.md","12_DESIGN_SYSTEM/CARDS.md",MOVE,"Direct mapping",e87166073fa72c12e91edb90b8e050be50f8f910ea6f7a5f50f0a1ee27a5762c,No,No,Yes
ITM-067,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/07_WEBSITE/01_HOMEPAGE","98_LEGACY_ARCHIVE",ARCHIVE,"Accidental unclassified residue per decision 8 (CNF-08); preserved, not deleted",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Yes,No,Yes
ITM-068,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/08_ICONS.md","12_DESIGN_SYSTEM/ICONS.md",MOVE,"Direct mapping",7ecd42d5f2e7164fb6d82da51a6c4ccb862ce02a2f6c3e5f4add0c0b97081b96,No,No,Yes
ITM-069,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/09_COMPONENTS.md","12_DESIGN_SYSTEM/COMPONENTS.md",MOVE,"Direct mapping",1eeef1e6a7f8a4c7e273ecc728ad0b30443c1b60e7eb617d378927a309c81747,No,No,Yes
ITM-070,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/10_MOBILE.md","12_DESIGN_SYSTEM/MOBILE.md",MOVE,"Direct mapping",9edd6a779b59407651fded6cbea56ae3231cb7d55a1b48f0658bf9360ab3c1b0,No,No,Yes
ITM-071,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/11_ACCESSIBILITY.md","12_DESIGN_SYSTEM/ACCESSIBILITY.md",MOVE,"Direct mapping; distinct from 99_STANDARDS/ACCESSIBILITY_STANDARD.md",207afa081e31985cd9326514b2777ca2436ed2cc948618b04ba6a6358c222ad1,No,No,Yes
ITM-072,"00_START/01_BUSINESS/02_BRAND/06_DESIGN_SYSTEM/12_ANIMATIONS.md","12_DESIGN_SYSTEM/ANIMATIONS.md",MOVE,"Direct mapping",cd87cee10262d9a5a2326f94209126db56f4a0d63a31aa1b7d0c61f64d892fd5,No,No,Yes
ITM-073,"00_START/01_BUSINESS/02_BRAND/07_BRAND_APPLICATIONS.md","02_BRAND/BRAND_APPLICATIONS.md",MOVE,"Direct mapping",8b0443cba6342fb90283926f9c99ee8dbf182d1fa26b9d79ae329244ca17506a,No,No,Yes
ITM-074,"00_START/01_BUSINESS/02_BRAND/08_BRAND_GUIDELINES.md","02_BRAND/BRAND_GUIDELINES.md",MOVE,"Canonical per decision 2 (CNF-02)",834004df868b58b68f773f4c3558a3125e6a38f80e30e8aaa3c8d05b354c0035,Yes,No,Yes
ITM-075,"00_START/01_BUSINESS/02_BRAND/09_BRAND_CHECKLIST.md","02_BRAND/BRAND_CHECKLIST.md",MOVE,"Direct mapping",cbca82766254c1b2be1f8b552081c4e5f6f95003c534add9083b132c0e0d2ed0,No,No,Yes
ITM-076,"00_START/01_BUSINESS/02_MISSION.md","01_BUSINESS/MISSION.md",MOVE,"Direct mapping",e5531166eeaf3a7becebb6901a5a4172b8bfa65522f2aaa97615462c820e3e53,No,No,Yes
ITM-077,"00_START/01_BUSINESS/03_BUSINESS_MODEL.md","01_BUSINESS/BUSINESS_MODEL.md",MOVE,"Direct mapping",3fa252e8c4e3f623bd8c7020a76148b25027ff9c76e043aee7e0dfb85190d938,No,No,Yes
ITM-078,"00_START/01_BUSINESS/04_TARGET_AUDIENCE.md","01_BUSINESS/TARGET_AUDIENCE.md",MOVE,"Direct mapping",0714feca7851313c243fb510bbb2d0c045394da860b91f70c95410eee1eddbd8,No,No,Yes
ITM-079,"00_START/01_BUSINESS/05_SWOT_ANALYSIS.md","01_BUSINESS/SWOT_ANALYSIS.md",MOVE,"Direct mapping",ad9e56d1277c4be9990f39ce91a9df68ec225e07d031e1272271350f074701c6,No,No,Yes
ITM-080,"00_START/01_BUSINESS/06_COMPETITOR_ANALYSIS.md","03_MARKET/COMPETITOR_ANALYSIS.md",MOVE,"Canonical per decision 3 (CNF-03)",87b6960656af6af0b9dd66f61c7159b42bf823ea75314b367918e3dc443385fc,Yes,No,Yes
ITM-081,"00_START/01_BUSINESS/07_BUSINESS_GOALS.md","01_BUSINESS/BUSINESS_GOALS.md",MOVE,"Direct mapping",a6d427e1a4b60b48762df01125e3ca4849c08fc033e7c37f108c573df24f2550,No,No,Yes
ITM-082,"00_START/01_PROJECT_SCOPE.md","00_GOVERNANCE/PROJECT_SCOPE.md",MOVE,"Direct mapping",f2143c2fa2b7919e7124ea9fcc608475c17ef005d33478cab56552d433efca9a,No,No,Yes
ITM-083,"00_START/02_PROJECT_GOALS.md","00_GOVERNANCE/PROJECT_GOALS.md",MOVE,"Direct mapping",e61770b66115e9a57846daf4aa58c31a3c18800553069239e600becadde08386,No,No,Yes
ITM-084,"00_START/03_PROJECT_ROADMAP.md","00_GOVERNANCE/PROJECT_ROADMAP.md",MOVE,"Direct mapping",8343d1cf4d004bf25bb2ec3a728722da9eb25a8dc56879c925c811c4eb8d549f,No,No,Yes
ITM-085,"00_START/04_TECH_STACK.md","00_GOVERNANCE/TECH_STACK.md",MOVE,"Direct mapping",17766487f37f14cfedc7a0c20a6737aa6f983d053ba2656ebc871fe88f820843,No,No,Yes
ITM-086,"00_START/05_GLOSSARY.md","00_GOVERNANCE/GLOSSARY.md",MOVE,"Direct mapping",ae278092c673a76b7e9a4cbd0cd6f844e7f1d7d26468cdd64622bbbc561bd0c2,No,No,Yes
ITM-087,"00_START/TEMP/01_BRAND/02_MARKET/COMPETITOR_ANALYSIS.md","98_LEGACY_ARCHIVE",ARCHIVE,"Empty stub, superseded per decision 3 (CNF-03)",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Yes,No,Yes
ITM-088,"00_START/TEMP/01_BRAND/02_MARKET/SERVICE_AREAS.md","03_MARKET/SERVICE_AREAS.md (candidate)",HOLD,"Deferred to manual reconciliation per decision 4 (CNF-04)",646f2380703ed53e04d47f3cfd4ef9663bcfadf24b07cbffd50e5e6e0a4e10b3,Yes,No,Yes
ITM-089,"00_START/TEMP/01_BRAND/02_MARKET/TARGET_CUSTOMERS.md","03_MARKET/TARGET_CUSTOMERS.md",MOVE,"Sole source; empty file moved intact",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,No,Yes
ITM-090,"00_START/TEMP/01_BRAND/BRAND_GUIDELINES.md","98_LEGACY_ARCHIVE",ARCHIVE,"Superseded per decision 2 (CNF-02)",cd1b7c247a48bdbd44940dac272849902330eab799e08b3bb4ccdfa5e751dbac,Yes,No,Yes
ITM-091,"00_START/TEMP/01_BRAND/COMPANY_PROFILE.md","98_LEGACY_ARCHIVE",ARCHIVE,"Superseded per decision 1 (CNF-01)",74eb79204155e525119e019be00483bd1835c34bc806e4981b7063a0f3bf66cc,Yes,No,Yes
ITM-092,"00_START/TEMP/01_BRAND/CONTACT_INFORMATION.md","02_BRAND/CONTACT_INFORMATION.md",MOVE,"Sole source; marked Draft/Unverified per decision 10",4eacc08435aad3fe28566394b2fdbc98d7924c556cfb36f28b39c754abc6679d,No,No,Yes
ITM-093,"07_WEBSITE/.DS_Store","(unchanged, git-ignored)",KEEP,"OS artifact",3c21948a1134e63db72ed9b57ffac95972472fcdedb8213de1016e4420c29e21,No,No,No
ITM-094,"07_WEBSITE/01_HOMEPAGE/00_HOMEPAGE_ARCHITECTURE.md","(unchanged)",KEEP,"Already correctly located",92f701e69dc42a4624c72f6badd5cfa59dde9eecaf667c566f685aad5a068dbd,No,No,No
